IDTARIFAV,CODARTICULO,DESCRIPCION,REFPROVEEDOR,PBRUTO,DTO,PNETO,PBRUTO2,DTO2,PNETO2,PRICEDATE,CODALMACEN,STOCK,STOCKDATE
1,6615,TR Perry ellis Pour Homme 100ml,896325410008,16000,0,16000,0,0,0,2024-01-16 09:59:14.890,RE,0,2025-09-29 09:21:32.397
1,6616,TR Perry F 100ml,874123695511,16000,0,16000,0,0,0,2024-01-16 09:59:14.890,RE,0,2025-09-29 09:21:32.397
1,6617,TR Jaguar Vission,635792415880,8000,0,8000,0,0,0,2024-01-16 09:59:14.890,RE,0,2025-09-29 09:21:32.397
1,6618,TR Rihanna Rebelle Edp,85236974122,19000,0,19000,0,0,0,2024-01-16 09:59:14.890,RE,0,2025-09-29 09:21:32.397
1,6619,TR B/Spears Curious Incontrol 100ml,5896777745,12000,0,12000,0,0,0,2024-01-16 09:59:14.890,RE,0,2025-09-29 09:21:32.397
1,6620,TR Tommy Dreaming,78543365220,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6621,Burberry My Burberry Edp 30ml,5045419039635,16600,0,16600,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6622,TR Lancome La vie Belle legree edp,36521478900,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6623,TR Diesel Fuel for life denim Coll L,6662299900,18000,0,18000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6624,TR Diesel Fuel for life Unlimite75ml,236598740025,15000,0,15000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6625,TR Ralph Lauren Safari Ladies,8521369742200,39000,0,39000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6626,TR Ralph Lauren Midnight Romance 100,89632541025,37000,0,37000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6627,TR Dunhill Desire Red M,85213697005,16000,0,16000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6628,TR Lalique Amethyst Ladies,9632541008,26000,0,26000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6629,TR P.R Black xs ladies be a legend,852136479952,34500,0,34500,0,0,0,2024-02-13 13:59:43.693,RE,0,2025-09-29 09:21:32.397
1,6630,TR Giv Ange Ou Demon edt 100ml,896354722215,40000,0,40000,0,0,0,2024-02-13 11:15:33.100,RE,0,2025-09-29 09:21:32.397
1,6631,TR Givenchy Monsieur De Givenchy,89963325124,14000,0,14000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6632,TR T Mugler Innocent 100ml,89632541223,19000,0,19000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6633,TR E.A Green Tea Bamboo,8569325551,15000,0,15000,0,0,0,2024-02-07 12:37:18.147,RE,0,2025-09-29 09:21:32.397
1,6634,TR E.A Green Tea Yuzu,87453336921,15000,0,15000,0,0,0,2024-02-07 12:37:18.147,RE,0,2025-09-29 09:21:32.397
1,6636,TR Perry Ellis 18 ladies Edp,896584712355,15000,0,15000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6637,TR E.T Diamond & Rubies 100ml,8569325774,8000,0,8000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6638,TR E.A Pretty hot,896333547112,9000,0,9000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6639,TR Jlo Blue Glow,89633358744,15000,0,15000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6640,TR EL Sensous Nude 100ml,8569332140,94000,0,94000,0,0,0,2024-12-21 13:52:54.010,RE,0,2025-09-29 09:21:32.397
1,6641,TR Ferragamo Incanto charms 100ml,896333254110,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6642,TR Ch Chic Ladies 80ml,5214788820,20000,0,20000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6643,TR Ralph Lauren Polo Green,5214788932,49000,0,49000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6644,TR Bond 9 Marriage equity,639921447800,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6645,TR Kenneth Cole Vintage black,8552147770,20000,0,20000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6646,TR Bvlgari Mon Jasmin  noir L'eau ex,89632541125,15000,0,15000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6648,TR Guerlain Homme Intense 50ml,896632547100,21000,0,21000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6649,TR E.A Green Tea Lavender edt 100ml,96325774100,10000,0,10000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6650,TR Ferragamo Acqua EssenziColonia100,8034097957932,21000,0,21000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6651,TR Rochas Secret Oud Mystere Edp 50m,737052895055,37000,0,37000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6652,TR Stella MC edt 100ml,89632225114,31000,0,31000,0,0,0,2025-01-21 13:56:39.097,RE,0,2025-09-29 09:21:32.397
1,6653,Tester Stella MC Restage 2014 edp 100ml,98562254100,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6654,Bvlgari Le Gemme Amarena Edp 30ml,783320461279,155000,0,155000,52000,0,52000,2024-02-21 15:32:57.677,RE,0,2025-09-29 09:21:32.397
1,6655,Bvlgari Le Gemme Noorah Edp 30ml,783320461231,168750,20,135000,52000,0,52000,2024-09-25 21:18:03.140,RE,0,2025-09-29 09:21:32.397
1,6658,TR Cerruti 1881 Black Pour Homme,000058963325,10000,0,10000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6659,TR Creed Royal water 120ml,98521473360,113000,0,113000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6660,TR Guerlain L'nstant Eau ext men edp,896587411223,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6661,Tester fifty Cent Power edt 100ml,36985214720,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6662,TR Kenzo Amour Florale edt 85ml,2222800004,15000,0,15000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6663,TR Beyonce Midnight heat edp 100ml,98521470063,10000,0,10000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6664,TR Azzaro Twin men edt 80ml,9632581100,20000,0,20000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6665,Tester Si Lolita Lempicka 50ml,33358214402,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6666,TR Dunhill Pursuit 75ml edt,63985214000,10000,0,10000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6667,TR Diesel fuel for life Ladies edp,8742361000,18000,0,18000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6668,Tester Ck Crave 100ml,85247799622,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6669,TR Lalique Hommage A L'homme edt 100,0009852146300,34000,0,34000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6670,TR E.A Mediterranean 100ml,632541780122,18000,0,18000,0,0,0,2024-02-07 12:37:18.147,RE,0,2025-09-29 09:21:32.397
1,6671,TR Perry for him,5552214700,16000,0,16000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6672,TR Ferrari Scuderia Racing Red,69325441000,8000,0,8000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6673,TR Perry ellis 360 black men 100ml,85632479200,19000,0,19000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6674,TR Curve Connect Ladies 100ml,117201512281,14000,0,14000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6675,TR Curve Kicks L 100ml,98521463320,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6676,Tester Loco Loewe 100ml,852136971005,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6677,TR Madonna Truth Or Dare,4140378569210,0,0,0,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6678,TR DKNY Be Delicious Intense edp100m,9852140062,19000,0,19000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6679,TR Escada Ocean Lounge 100ml edt,5214896320154,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6680,TR Rihanna Rogue Love 100ml,8963254188,19000,0,19000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6688,TR Micallef Avant Garde,52140036985,29000,0,29000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6689,TR Micallef Emir 100ml,96333254100,32000,0,32000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6690,TR Micallef Watch 100ml,236589410087,47000,0,47000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6691,TR Micallef Non Parfum Crystal,863254710096,47000,0,47000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6692,TR Cartier Eau de goutte de rose,874123336522,35000,0,35000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,6693,TR Ysl Elle edt 90ml,89623147555,20000,0,20000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6694,TR Juicy Couture La-la Malibu,863254178963,21000,0,21000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6695,TR Mont Blanc Legend Ltd Edition,9632587410032,14000,0,14000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6696,TR Ferragamo Incanto Bloom 100ml,7410256302,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6697,TR Cartier Roadster edt,963258410063,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6698,Tester Narcis rodrig for her edp delicat,985632547105,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6699,Tester Bebe,89652147003,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6700,TR Bond 9 Park Avenue South Edp 100m,058600,35000,0,35000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6701,TR B/Spears Cosmic Radiance Edp,8521469322,23000,0,23000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,6702,TR Ferrari Scuderia,256321477002,18000,0,18000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6703,Deo Spray Armani Si 100ml,3605521817709,7500,0,7500,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6705,TR Armani Empo Diamond Int L 100ml,853621479632,19000,0,19000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6706,TR Bond 9 High Line,9632514780,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6707,TR Bond 9 I Love Ny Earth,8963251004,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6708,TR Joop Go,8569322150,15000,0,15000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6709,TR Celine Dion Sensational,89632547781,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6710,TR Ck Escape for men 100ml,89632254102,20000,0,20000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6711,Cacharel Catch Me Edp 50ml,3605521659767,103333.33,70,31000,0,0,0,2024-09-25 21:18:03.140,RE,0,2025-09-29 09:21:32.397
1,6712,Tester E.A Agent Provocateur L'agent,023654852101,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6713,TR E.A Agent Provocateur Maitresse,02225698742,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6714,TR E.A Agent Provocateur Petale noir,852369214700,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6715,TR Kenzo Homme Boisee,632548963205,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6716,TR Kenzo Homme Sport,4567891011,21000,0,21000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6717,TR Davidoff The game men,74236510096,10000,0,10000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6718,TR Guess Pour Homme,85213641098,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6719,TR Ck Eternity Night Ladies,563214788850,23000,0,23000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6720,TR Caron Lumiere RoseParfum Gres edp,963254187455,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6721,TR Escada Joyful Edp 75ml,737052778389,24000,0,24000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6722,TR Stella Mc Cartney Edp 100ml,737052869247,31000,0,31000,0,0,0,2025-01-21 13:56:39.097,RE,0,2025-09-29 09:21:32.397
1,6723,TR Stella Mc Cartney Edt 100ml,737052957326,31000,0,31000,0,0,0,2025-01-21 13:56:39.097,RE,0,2025-09-29 09:21:32.397
1,6724,Bvlgari Aqva Amara Edt 50ml,001122355,15000,0,15000,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6725,TR Creed Royal Oud edp 100ml,853697421003,149000,0,149000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6726,TR T.F.P.B Italian Cypress,23056984100,84000,0,84000,0,0,0,2024-12-21 13:22:14.130,RE,0,2025-09-29 09:21:32.397
1,6728,TR Clinique Aromatic In White Edp100,9301090,30000,0,30000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6729,TR Kenzo L'amour,963258887412,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6730,TR Clinique Beyond Rose Edp 100ml,301091441410593,29000,0,29000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6731,TR Creed Indiana 100ml,96325148702,0,0,0,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6732,TR Creed Jasmal millesime,69325841200,91000,0,91000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6733,TR Creed Vanisia 75ml,853697422365,84000,0,84000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6734,TR Creed Jasmin Imperatrice Eugen 75,852369412300,91000,0,91000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6735,TR Lalique Floral Bella,6397412554100,14000,0,14000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6736,TR T Mugler Amen Pure Shot,963251455720,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6737,TR Giv Very Irresistible M edt,999333200041,40000,0,40000,0,0,0,2024-02-13 11:15:33.100,RE,0,2025-09-29 09:21:32.397
1,6738,Tester Declaration Cartier Cologne,896325410785,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6739,TR Cerruti 1881 fair play,96325863210,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6740,TR Caron My Ylang,85236912333,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6741,TR Caron Almez Moi,98563325587,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6742,TR Caron Parfum Sacre,74693251036,16000,0,16000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6743,TR Caron Norturnes,523669845210,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6744,TR Caron Piu Bellodgia 100ml,96325874552,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6745,TR Zegna Intenso,89632541877,30000,0,30000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6746,TR Juicy Couture Viva La Juicy fleur,87416932105,30000,0,30000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6747,TR Lady Gaga Fluid,25693147852,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6748,TR Diesel Fuel for life Denim col. M,4589621473,18000,0,18000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6749,Escada Turquoise Summer L/E Edt 100ml,737052846125,52857.14,30,37000,52153.85,35,33900,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6750,TR Escada Turquoise Summer Edt 100ml,737052846361,20000,0,20000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6751,D&G Velvet Collec Patchouli P/H Edp 150m,737052834016,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6752,D&G Velvet Collectn Desert Oud Edp 150ml,737052834054,199000,50,99500,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6753,D&G Velvet Bergamot P/H Edp 150ml,737052834139,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6754,D&G Velvet Coll Rose Femme Edp 150ml,737052834177,352857.14,30,247000,127500,0,127500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6755,D&G Velvet Coll Exotic Leather Edp150ml,737052968025,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6756,D&G Velvet Collectn Vetiver P/H Edp 150m,737052833934,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6757,D&G Velvet Coll Patchouli Homme Edp 50ml,737052497259,171428.57,30,120000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6758,D&G Velvet Collectn Sublime P/F Edp 50ml,737052497105,268571.43,30,188000,98500,0,98500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6759,D&G Velvet Coll Rose Femme Edp 50ml,737052785172,171428.57,30,120000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6760,D&G Velvet Coll Vetiver Edp 50ml,737052497198,171428.57,30,120000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6761,D&G Velvet Coll Tender Oud Edp 50ml,737052684079,211428.57,30,148000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6762,D&G Velvet Coll Exotic Leather Edp 50ml,737052967981,171428.57,30,120000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6763,D&G Velvet Coll Desert Oud Edp 50ml,737052684031,212000,0,212000,123058.82,15,104600,2024-06-13 11:42:36.163,RE,0,2025-09-29 09:21:32.397
1,6764,D&G Velvet Coll Love Femme Edp 50ml,737052497136,171428.57,30,120000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6765,D&G Velvet Coll Desire Femme Edp 50ml,737052497167,171428.57,30,120000,122470.59,15,104100,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6766,D&G Velvet Coll Bergamot Homme Edp 50ml,737052781921,171428.57,30,120000,122823.53,15,104400,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6767,After Shave PR 1 Million ASB 75ml,3349666008003,19500,0,19500,0,0,0,2024-12-04 13:03:19.823,RE,0,2025-09-29 09:21:32.397
1,6768,TR Azzaro Chrome Legend,23698745211,32000,0,32000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,6769,TR Azzaro Visit for men 100ml,5963210005320,19000,0,19000,0,0,0,2024-02-23 15:41:31.040,RE,0,2025-09-29 09:21:32.397
1,6770,TR Aramis Havana Edt 100ml,55896324102,38000,0,38000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,6771,TR Aramis Life 100ml,0652144793120,32000,0,32000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,6772,TR Amouage Beloved Man edp 100ml,8963254882,80000,0,80000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,6773,D&G Velvet Coll Tender Oud Edp 150ml,737052834092,352857.14,30,247000,228000,10,205200,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6774,D&G Velvet Collect Love P/F Edp 150ml,737052833859,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6775,D&G Velvet Collect Mimosa Bloom Edp 150m,737052968186,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6776,D&G Velvet Collect Desire P/F Edp 150ml,737052833897,492000,50,246000,182500,0,182500,2024-09-25 21:18:03.140,RE,0,2025-09-29 09:21:32.397
1,6777,D&G Velvet Collectn Wood P/H Edp 150ml,737052833972,491428.57,30,344000,182500,0,182500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6778,D&G Velvet Collectn Wood P/H Edp 50ml,737052497228,268571.43,30,188000,98500,0,98500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6779,D&G Velvet Collectn Mimosa Bloom Edp 50m,737052968148,268571.43,30,188000,98500,0,98500,2025-09-18 09:47:32.613,RE,0,2025-09-29 09:21:32.397
1,6780,TR D&G Velvet Collect Desire Edp150m,737052934464,215000,0,215000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6781,TR D&G Velvet Collect Vetiver Edp50m,737052497754,82500,0,82500,0,0,0,2024-02-29 16:06:28.330,RE,0,2025-09-29 09:21:32.397
1,6782,TR D&G Velvet Collect Rose Edp 50ml,737052785219,82500,0,82500,0,0,0,2024-02-29 16:06:28.330,RE,0,2025-09-29 09:21:32.397
1,6783,TR D&G Velvet Collect Desire Edp 50m,737052497730,82500,0,82500,0,0,0,2024-02-29 16:06:28.330,RE,0,2025-09-29 09:21:32.397
1,6784,TR D&G Velvet Collect Sublime Edp50m,737052497686,92500,0,92500,0,0,0,2024-02-29 16:06:28.330,RE,0,2025-09-29 09:21:32.397
1,6785,TR B/Spears Fantasy Ltd Edtn 100ml,69325441236,9000,0,9000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6786,Chanel Coco Edt 50ml,3145891234503,175000,0,175000,178888.89,10,161000,2025-06-12 11:38:49.790,RE,0,2025-09-29 09:21:32.397
1,6787,Tester Guerlain Samara Edp 30ml,3346470258259,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6788,TR P.R 1 Million Cologne 125ml,3349668530069,34500,0,34500,0,0,0,2024-02-13 13:59:43.693,RE,0,2025-09-29 09:21:32.397
1,6789,P.R 1 Million Cologne Edt 125ml,3349668530045,72000,50,36000,35882.35,15,30499.9975,2024-09-25 21:18:03.140,RE,1,2025-09-29 09:21:32.397
1,6790,TR A.B King of Seduction absolute,8411061819647,13000,0,13000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6791,Valentino Valentina Pink L Edp 80ml,8411061803950,140000,70,42000,45000,20,36000,2024-09-25 21:18:03.140,RE,0,2025-09-29 09:21:32.397
1,6792,TR Chanel Allure Edtn Blanche Edp,8745236142,0,0,0,104285.71,30,73000,2025-01-28 09:18:50.043,RE,1,2025-09-29 09:21:32.397
1,6793,A.B King Of Seduction Absolute M 100ml,8411061813973,19000,0,19000,19000,30,13300,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6794,TR Creed Green Irish Tweed 120ml,563214985223,138000,0,138000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6795,TR Creed Fantasia De Fleurs 75ml,96325845321,64000,0,64000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6799,TR Ysl Kourous Silver 100ml,3614270233654,36000,0,36000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6800,TR Diesel Loverdose Red Kiss,3614270415500,23000,0,23000,0,0,0,2024-01-16 09:59:14.903,RE,0,2025-09-29 09:21:32.397
1,6804,V&R Spicebomb Extreme Edp 90ml,3614270659706,142000,0,142000,43500,0,43500,2024-07-16 13:13:56.847,RE,3,2025-09-29 09:21:32.397
1,6805,Diesel Loverdose Red Kiss Edp 75ml,3614270415616,39285.71,30,27500,39285.71,0,39285.71,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6806,LancomeTresorMidnight Rose ElixD'Orie 75,3614270284861,44166.67,40,26500,43500,40,26100,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6807,Ysl Manifesto Le Parfum Edp 50ml,3614270341564,122000,50,61000,57058.82,15,48500,2024-09-25 21:18:03.143,RE,0,2025-09-29 09:21:32.397
1,6808,Ysl Kouros Silver Men Edt 100ml,3614270233630,51666.67,10,46500,49058.82,15,41700,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,6809,Tester Tresor midnig rose elixir Dorient,874123650012,0,0,0,NULL,NULL,NULL,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
